nct_id,dropout_percentage_all,Clinical Title,Overall Status,Trial Phase,Allocation,Start Date,Completion Date,Primary Purpose,City,State,Zipcode,Gender,Minimum Age,Maximum Age,New Completion Date,New Start Date,length_of_trial
NCT02279498,13.94383394,SOLUTION: Study of Oral Liprotamase Unit-Matched Therapy Of Non-Porcine Origin in Patients With Cystic Fibrosis,Completed,Phase 3,Randomized,June 2015,"January 20, 2017",Treatment,Long Beach,California,90806,All,7 Years,,2017-01-01,2015-06-01,580.0
NCT02281318,2.717462911,Efficacy and Safety Study of Mepolizumab Adjunctive Therapy in Participants With Severe Eosinophilic Asthma on Markers of Asthma Control,Completed,Phase 3,Randomized,"December 11, 2014","June 10, 2016",Treatment,Birmingham,Alabama,35243,All,12 Years,,2016-06-01,2014-12-01,548.0
NCT02281357,7.857142857,Phase 3 Study to Evaluate the Efficacy & Safety of Tralokinumab in Adults & Adolescents With OCS Dependent Asthma,Completed,Phase 3,Randomized,"February 19, 2015","September 7, 2017",Treatment,New Haven,Connecticut,06520,All,12 Years,75 Years,2017-09-01,2015-02-01,943.0
NCT02285998,5.719449012,Protective Efficacy of Flublok® Quadrivalent Versus Licensed Inactivated Influenza Vaccine in Adults ≥50 Years of Age,Completed,Phase 3,Randomized,October 2014,May 2015,Prevention,Mobile,Alabama,36608,All,50 Years,,2015-05-01,2014-10-01,212.0
NCT02289833,6.896551724,"A Study of Trastuzumab Emtansine in Participants With Human Epidermal Growth Factor Receptor (HER)2 Immunohistochemistry (IHC)-Positive, Locally Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC)",Completed,Phase 2,,"December 15, 2014","August 20, 2018",Treatment,Jacksonville,Florida,32256,All,18 Years,,2018-08-01,2014-12-01,1339.0
NCT02290691,1.72858276,Inactivated Influenza Via Jet Injection,Completed,Phase 4,Randomized,November 2014,January 2015,Prevention,Huntsville,Alabama,35802,All,18 Years,64 Years,2015-01-01,2014-11-01,61.0
NCT02291549,0.753806724,S8 Sinus Implant in Chronic Sinusitis Patients With Recurrent Nasal Polyps,Completed,Phase 3,Randomized,December 2014,October 2016,Treatment,Birmingham,Alabama,35233,All,18 Years,,2016-10-01,2014-12-01,670.0
NCT02293863,10.76471401,A Study of MHAA4549A in Combination With Oseltamivir Versus Oseltamivir in Participants With Severe Influenza A Infection,Completed,Phase 2,Randomized,"January 14, 2015","May 23, 2017",Treatment,Brussels,MG,1000,All,18 Years,,2017-05-01,2015-01-01,851.0
NCT02294734,14.28571429,An Efficacy Study of GSK2269557 Added to Standard Care in Subjects With an Acute Exacerbation of Chronic Obstructive Pulmonary Disease,Completed,Phase 2,Randomized,"March 31, 2015","April 25, 2016",Treatment,Edegem,,2650,All,40 Years,80 Years,2016-04-01,2015-03-01,397.0
NCT02296138,13.51478159,Comparing the Efficacy of Tiotropium + Olodaterol (5/5 µg) Fixed Dose Combination (FDC) Over Tiotropium 5µg in Reducing Moderate to Severe Exacerbations in Patients With Severe to Very Severe Chronic Obstructive Pulmonary Disease.,Completed,Phase 3,Randomized,"January 13, 2015","March 29, 2017",Treatment,Andalusia,Alabama,,All,40 Years,,2017-03-01,2015-01-01,790.0
NCT02299375,17.5177305,Safety and Efficacy Study of Losmapimod (GW856553) in Frequently Exacerbating Participants With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,"December 9, 2014","June 30, 2016",Treatment,Ciudad Autónoma de Buenos Aires,Región Del Maule,C1426ABP,All,40 Years,,2016-06-01,2014-12-01,548.0
NCT02301975,4.385720717,"An Efficacy and Safety Study of Fluticasone Furoate/Vilanterol 100/25 Microgram (mcg) Inhalation Powder, Fluticasone Propionate/Salmeterol 250/50 mcg Inhalation Powder, and Fluticasone Propionate 250 mcg Inhalation Powder in Adults and Adolescents With Persistent Asthma",Completed,Phase 3,Randomized,"March 1, 2015","November 25, 2016",Treatment,Huntington Beach,California,92647,All,12 Years,,2016-11-01,2015-03-01,611.0
NCT02320396,1.781746032,Efficacy and Safety Study of Desloratadine (MK-4117) in Japanese Participants With Seasonal Allergic Rhinitis (MK-4117-204),Completed,Phase 3,Randomized,"January 9, 2015","April 27, 2015",Treatment,,,,All,16 Years,,2015-04-01,2015-01-01,90.0
NCT02322775,5.215633423,Study to Evaluate the Efficacy and Safety of Benralizumab in Adult Patients With Mild to Moderate Persistent Asthma,Completed,Phase 3,Randomized,"February 2, 2015","October 7, 2015",Treatment,Los Angeles,California,90048,All,18 Years,75 Years,2015-10-01,2015-02-01,242.0
NCT02345161,5.197994112,A Comparison Study Between the Fixed Dose Triple Combination of Fluticasone Furoate/ Umeclidinium/ Vilanterol Trifenatate (FF/UMEC/VI) With Budesonide/Formoterol in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"January 23, 2015","April 7, 2016",Treatment,Dimitrovgrad,Guangdong,6400,All,40 Years,,2016-04-01,2015-01-01,456.0
NCT02347657,6.338205645,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of VX-661 in Combination With Ivacaftor",Completed,Phase 3,Randomized,January 2015,"January 20, 2017",Treatment,Little Rock,Arkansas,,All,12 Years,,2017-01-01,2015-01-01,731.0
NCT02347774,22.67236819,Efficacy and Safety Trial of 12 Weeks of Treatment With Nebulized SUN-101 in Patients With COPD (GOLDEN-4),Completed,Phase 3,Randomized,February 2015,December 2015,Treatment,Andalusia,Alabama,36420,All,40 Years,,2015-12-01,2015-02-01,303.0
NCT02364999,7.787570219,A Comparative Study Of PF-06439535 Plus Paclitaxel-Carboplatin And Bevacizumab Plus Paclitaxel-Carboplatin Patients With Advanced Non-Squamous NSCLC,Completed,Phase 3,Randomized,April 2015,December 2017,Treatment,Daphne,Alabama,36526,All,18 Years,,2017-12-01,2015-04-01,975.0
NCT02369341,0.7936507937,Immunogenicity and Reactogenicity of GlaxoSmithKline (GSK) Biologicals' Quadrivalent Split Virion Influenza Vaccine Fluarix Tetra (2015 Season Southern Hemisphere) in Adults 18 Years of Age and Above,Completed,Phase 3,Non-Randomized,"April 29, 2015","June 3, 2015",Prevention,Belo Horizonte,Minas Gerais,30150-221,All,18 Years,,2015-06-01,2015-04-01,61.0
NCT02375724,3.717523494,BENEFITS OF ACLIDINIUM BROMIDE IN THE RELIEF OF COPD SYMPTOMS INCLUDING COUGH,Completed,Phase 4,Randomized,March 2015,November 2015,Treatment,Berlin,,,All,40 Years,110 Years,2015-11-01,2015-03-01,245.0
NCT02377427,11.53846154,Pharmacokinetics and Pharmacodynamics of Mepolizumab Administered Subcutaneously in Children,Completed,Phase 2,Non-Randomized,"August 25, 2015","January 31, 2018",Other,San Diego,California,92123,All,6 Years,11 Years,2018-01-01,2015-08-01,884.0
NCT02379637,4.285714286,Study to Evaluate the Efficacy of N-acetylcysteine (NAC) in the Treatment of the Common Cold and Cough,Completed,Phase 2,Randomized,January 2015,April 2015,Treatment,Chicoutimi,Quebec,,All,18 Years,65 Years,2015-04-01,2015-01-01,90.0
NCT02390219,23.91304348,Study to Evaluate Lumacaftor and Ivacaftor Combination Therapy in Subjects 12 Years and Older With Advanced Lung Disease,Completed,Phase 3,,March 2015,October 2016,Treatment,Denver,Colorado,,All,12 Years,,2016-10-01,2015-03-01,580.0
NCT02394600,6.429232192,The Impact of Grass SLIT Treatment on Birch Pollen Induced Allergic Rhinitis - a Pilot Evaluation,Completed,Phase 4,Randomized,April 2015,June 2016,Treatment,Kingston,Ontario,K7L 2V7,All,18 Years,65 Years,2016-06-01,2015-04-01,427.0
NCT02411292,20.21276596,Enoxaparin Metabolism in Reconstructive Surgery Patients,Completed,Phase 2,,March 2015,June 2016,Other,Salt Lake City,Utah,84132,All,18 Years,,2016-06-01,2015-03-01,458.0
NCT02414854,7.089750492,Evaluation of Dupilumab in Patients With Persistent Asthma (Liberty Asthma Quest),Completed,Phase 3,Randomized,"April 27, 2015","November 23, 2017",Treatment,Birmingham,Alabama,35209,All,12 Years,,2017-11-01,2015-04-01,945.0
NCT02416180,0.9009009009,Study to Evaluate Handling Errors in Usage of SERETIDE® Metered Dose Inhaler (MDI) (EVOHALER®) by Adult Subjects Currently Using the SERETIDE DISKUS® Inhaler,Completed,Phase 4,,"June 18, 2015","August 20, 2015",Treatment,Frankfurt,Hessen,60389,All,18 Years,,2015-08-01,2015-06-01,61.0
NCT02417961,3.448275862,"Study to Assess Functionality, Reliability, and Performance of a Pre-filled Syringe With Benralizumab Administered at Home",Completed,Phase 3,,"April 27, 2015","March 14, 2016",Treatment,Fountain Valley,California,,All,18 Years,75 Years,2016-03-01,2015-04-01,335.0
NCT02424344,5.995398945,"Effect of Aclidinium/Formoterol on Lung Hyperinflation, Exercise Capacity and Physical Activity in Moderate to Severe COPD Patients",Completed,Phase 4,Randomized,"April 27, 2015","July 25, 2016",Treatment,Hamilton,Ontario,L8N 3Z5,All,40 Years,130 Years,2016-07-01,2015-04-01,457.0
NCT02438137,20.995671,Dimethyl Fumarate for Obstructive Sleep Apnea,Completed,Phase 2,Randomized,May 2015,May 2016,Treatment,Ann Arbor,Michigan,48109,All,18 Years,65 Years,2016-05-01,2015-05-01,366.0
NCT02449018,3.571428571,"A Safety, Tolerability and Efficacy Study With QBW251 in COPD Patients With QBW251",Completed,Phase 2,Randomized,"April 30, 2015","January 23, 2017",Treatment,Birmingham,Alabama,35294,All,18 Years,75 Years,2017-01-01,2015-04-01,641.0
NCT02451358,1.015254587,Study of a Single Dose or Two Doses of a Quadrivalent Influenza Vaccine in Subjects Aged 6 Months or Older in India,Completed,Phase 3,Randomized,"July 27, 2015","January 28, 2017",Prevention,Vadodara,Gujarat,390001,All,6 Months,,2017-01-01,2015-07-01,550.0
NCT02471183,5.882352941,Study to Assess the Tolerability and the Safety of the Transition From Inhaled Treprostinil to Oral Selexipag in Patients With Pulmonary Arterial Hypertension,Completed,Phase 3,,"October 12, 2015","December 5, 2016",Treatment,La Jolla,California,,All,18 Years,75 Years,2016-12-01,2015-10-01,427.0
NCT02473510,1.25,Study to Evaluate the Safety of 3 New 6:2 Influenza Virus Reassortants in Adults for the 2015-2016 Season,Completed,Phase 4,Randomized,June 2015,January 2016,Prevention,South Miami,Florida,,All,18 Years,49 Years,2016-01-01,2015-06-01,214.0
NCT02483975,1.818181818,Effect of Fluticasone Furoate Inhalation Powder on the Hypothalamic-pituitary-adrenocortical Axis of Children Aged 5-11 Years With Asthma,Completed,Phase 3,Randomized,"October 9, 2015","June 21, 2016",Treatment,Little Rock,Arkansas,72211,All,5 Years,11 Years,2016-06-01,2015-10-01,244.0
NCT02501629,5.094484168,An Efficacy and Safety Study of Reslizumab Subcutaneous in Patients With Oral Corticosteroid Dependent Asthma and Elevated Blood Eosinophils,Completed,Phase 3,Randomized,"September 29, 2015","December 4, 2017",Treatment,Bakersfield,California,93301,All,12 Years,,2017-12-01,2015-09-01,822.0
NCT02502734,1.666666667,Effect of Inhaled Fluticasone Furoate on Short-term Growth in Paediatric Subjects With Asthma,Completed,Phase 3,Randomized,"September 7, 2015","December 21, 2015",Treatment,Randers,,8900,All,5 Years,11 Years,2015-12-01,2015-09-01,91.0
NCT02513160,10.75452455,Study to Assess the Efficacy and Safety of Beclomethasone Dipropionate in Adolescent and Adult Patients 12 Years of Age and Older With Persistent Asthma,Completed,Phase 3,Randomized,"September 30, 2015","March 31, 2016",Treatment,Peoria,Arizona,,All,12 Years,,2016-03-01,2015-09-01,182.0
NCT02514473,3.912332981,"A Study to Evaluate the Efficacy and Safety of Lumacaftor in Combination With Ivacaftor in Subjects With CF, Homozygous for the F508del-CFTR Mutation",Completed,Phase 3,Randomized,July 2015,September 2016,Treatment,Birmingham,Alabama,,All,6 Years,11 Years,2016-09-01,2015-07-01,428.0
NCT02516410,1.204819277,"A Study to Evaluate the Efficacy and Safety of VX-661 in Combination With Ivacaftor in Subjects Aged 12 Years and Older With Cystic Fibrosis, Heterozygous for the F508del-CFTR Mutation",Completed,Phase 3,Randomized,August 2015,"June 7, 2016",Treatment,Birmingham,Alabama,,All,12 Years,,2016-06-01,2015-08-01,305.0
NCT02528214,1.45631068,Evaluation of Dupilumab in Patients With Severe Steroid Dependent Asthma,Completed,Phase 3,Randomized,"October 15, 2015","November 13, 2017",Treatment,Los Angeles,California,90048,All,12 Years,,2017-11-01,2015-10-01,762.0
NCT02531438,5.943859837,Omadacycline vs Moxifloxacin for the Treatment of CABP (EudraCT #2013-004071-13),Completed,Phase 3,Randomized,November 2015,"March 10, 2017",Treatment,Birmingham,Alabama,35215,All,18 Years,,2017-03-01,2015-11-01,486.0
NCT02543892,0.0,A Study of a Vaccine for Pneumonia in Adults and Toddlers in Kenya,Completed,Phase 1/Phase 2,Randomized,"August 10, 2016","January 4, 2018",Prevention,Kilifi,,80108,All,1 Year,40 Years,2018-01-01,2016-08-01,518.0
NCT02545543,5.269733994,A Study to Evaluate the Immunogenicity and Safety of Seqirus Quadrivalent Influenza Vaccine (QIV) in a Pediatric Population 5 Through 17 Years of Age,Completed,Phase 3,Randomized,September 2015,June 2016,Prevention,Huntsville,Alabama,35802,All,5 Years,17 Years,2016-06-01,2015-09-01,274.0
NCT02555618,0.0,Phase 2 Study of TAK-850 in Comparison With Influenza Hemagglutinin (HA) Vaccine in Healthy Adult Participants,Completed,Phase 2,Randomized,September 2015,December 2015,Prevention,,,,All,20 Years,49 Years,2015-12-01,2015-09-01,91.0
NCT02563106,14.32038835,A Study of SYN-004 for the Prevention of C.Diff in Patients With a LRTI,Completed,Phase 2,Randomized,October 2015,November 2016,Prevention,Little Rock,Arkansas,72205,All,50 Years,,2016-11-01,2015-10-01,397.0
NCT02567708,3.0,"A Study to Investigate the Efficacy, Safety, and Tolerability of Repeat Doses of Inhaled GSK2269557 in Adults With Persistent, Uncontrolled Asthma",Completed,Phase 2,Randomized,"October 1, 2015","September 28, 2016",Treatment,Muenchen,Bayern,80539,All,18 Years,70 Years,2016-09-01,2015-10-01,336.0
NCT02570165,2.498568345,Dose-Finding Study of Batefenterol (GSK961081) Via Dry Powder Inhaler in Patients With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,"November 6, 2015","July 6, 2016",Treatment,Hialeah,Florida,33013,All,40 Years,,2016-07-01,2015-11-01,243.0
NCT02573870,11.9047619,Batefenterol/Fluticasone Furoate in Treatment of Chronic Obstructive Pulmonary Disease,Completed,Phase 2,Randomized,"December 1, 2015","July 5, 2016",Treatment,Phoenix,Arizona,85006,All,40 Years,,2016-07-01,2015-12-01,213.0
NCT02579603,5.80836108,"Safety, Tolerability and PK of Nintedanib in Combination With Pirfenidone in IPF",Completed,Phase 4,Randomized,"October 16, 2015","January 31, 2017",Treatment,Danbury,Connecticut,06810,All,40 Years,,2017-01-01,2015-10-01,458.0
NCT02584660,13.21195145,A Study of Rivaroxaban for Early Discharge of Low Risk Pulmonary Embolism From the Emergency Department,Completed,Phase 4,Randomized,"October 15, 2015","March 22, 2017",Treatment,Montgomery,Alabama,,All,18 Years,,2017-03-01,2015-10-01,517.0
NCT02586493,4.316546763,Ease of Use and Correct Use Study of Placebo ELLIPTA® Inhaler in COPD Subjects,Completed,Phase 4,,"October 1, 2015","March 15, 2016",Other,Jasper,Alabama,35501,All,40 Years,,2016-03-01,2015-10-01,152.0
NCT02586506,3.474903475,Study of the Ease of Use and Correct Use of Placebo ELLIPTA® Inhaler in Subjects With Asthma,Completed,Phase 4,,"October 1, 2015","February 4, 2016",Other,Mobile,Alabama,36608,All,18 Years,,2016-02-01,2015-10-01,123.0
NCT02596009,0.0,"Inspiratory Flow Rates Achieved by the COPD Patients Through Breezhaler®, Ellipta® and Handihaler® Inhaler Devices",Completed,Phase 4,Randomized,"December 16, 2015","April 29, 2016",Treatment,Caba,Buenos Aires,C1426ABP,All,40 Years,,2016-04-01,2015-12-01,122.0
NCT02598193,17.97752809,Safety and Tolerability Study of Pirfenidone in Combination With Nintedanib in Participants With Idiopathic Pulmonary Fibrosis (IPF),Completed,Phase 4,,"January 14, 2016","May 16, 2017",Treatment,Los Angeles,California,90095-1690,All,40 Years,80 Years,2017-05-01,2016-01-01,486.0
NCT02603952,1.5625,A Phase 2a to Evaluate the Safety of MEDI8852 in Adults With Uncomplicated Influenza,Completed,Phase 1/Phase 2,Randomized,"December 7, 2015","December 9, 2016",Treatment,Canoga Park,California,91303,All,18 Years,65 Years,2016-12-01,2015-12-01,366.0
NCT02604342,6.369047619,Alectinib Versus Pemetrexed or Docetaxel in Anaplastic Lymphoma Kinase (ALK)-Positive Advanced Non-Small Cell Lung Cancer (NSCLC) Participants Previously Treated With Platinum-Based Chemotherapy and Crizotinib,Completed,Phase 3,Randomized,"November 3, 2015","August 13, 2018",Treatment,Charleroi,Campania,6000,All,18 Years,,2018-08-01,2015-11-01,1004.0
NCT02631551,3.475516912,Efficacy and Safety of Fixed Dose Combination GSP 301 Nasal Spray (NS) in the Treatment of Seasonal Allergic Rhinitis (SAR),Completed,Phase 3,Randomized,March 2016,July 2016,Treatment,Mission Viejo,California,,All,12 Years,,2016-07-01,2016-03-01,122.0
NCT02654145,4.137931034,Omalizumab to Mepolizumab Switch Study in Severe Eosinophilic Asthma Patients,Completed,Phase 4,,"March 17, 2016","May 31, 2017",Treatment,Birmingham,Alabama,35209,All,12 Years,,2017-05-01,2016-03-01,426.0
NCT02683109,0.4545454545,Fixed Dose Combination Versus Free Combination of Tiotropium and Olodaterol in COPD,Completed,Phase 4,Randomized,"March 8, 2016","January 30, 2017",Treatment,Feldbach,,8330,All,40 Years,,2017-01-01,2016-03-01,306.0
NCT02707640,8.198924731,A Study to Assess the Safety and Tolerability of N-Acetylcysteine When Administered With Pirfenidone to Participants With Idiopathic Pulmonary Fibrosis (IPF),Completed,Phase 2,Randomized,August 2013,February 2015,Treatment,Graz,Campania,8036,All,40 Years,80 Years,2015-02-01,2013-08-01,549.0
NCT02709538,21.92791798,Long Term Safety and Efficacy of Fixed Dose Combination GSP 301 Nasal Spray (NS) in the Treatment of Perennial Allergic Rhinitis (PAR),Completed,Phase 3,Randomized,April 2016,July 2017,Treatment,Hot Springs,Arkansas,,All,12 Years,,2017-07-01,2016-04-01,456.0
NCT02720081,5.634920635,Study of MK-1029 in Participants With Persistent Asthma That Cannot Be Controlled With Montelukast (MK-1029-015),Completed,Phase 2,Randomized,"May 11, 2016","September 6, 2017",Treatment,,,,All,18 Years,65 Years,2017-09-01,2016-05-01,488.0
NCT02730351,2.702702703,Crossover Study Comparing Fluticasone Furoate (FF)/Vilanterol (VI) Once Daily Versus Fluticasone Propionate (FP) Twice Daily in Subjects With Asthma and Exercise-Induced Bronchoconstriction (EIB),Completed,Phase 4,Randomized,"May 25, 2016","February 3, 2017",Treatment,Huntington Beach,California,92647,All,12 Years,50 Years,2017-02-01,2016-05-01,276.0
